nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Sta. Adán Santiago Chacón,stadsach200@tourket.com,edi5K7kwuic,Sta.chacón396,+56 9 5339 4083,20075252,4077,,,,K
Ignacio Cavazos Barragán,Ignaciobarragán962@edubus.cal,M0uC9ndrIRA7qqS,Ignaciobarragán763,+56 9 5020 2095,19078360,6252,,,,K
Teodoro Casanova Aparicio,tecaap205@tourket.com,GejjHt3gYwlLw6,tecaap409,+56 2 5329 4475,19615105,7353,,,,2
Cristobal Arce Palomo,Cristobalpalomo417@edubus.cal,vDdQ33XiwfQJ,crarpa929,+56 2 9945 7991,11105568,21665,,,,8
Salvador Arteaga Mercado,Salvadormercado285@tourket.com,YhewkK6Atn3q,Salvadormercado845,+56 9 1823 7870,12432602,636,,,,8
Rosario Aguirre Quiñones,Rosarioquiñones875@marmol.com,PwDql190YP,rosario888910,+56 2 1190 2899,16759295,12958,,,,3
Sra. Clemente Sosa Perea,sra.5445755@wass.com,V5Jc1vcbm,srclsope932,+56 2 5731 4002,16743156,17862,,,,9
Ariadna Peña Burgos,arpebu706@wass.com,mbOlLDRAw7tH,arpebu452,+56 2 3891 0572,21924392,16319,,,,8
Elisa Lerma Fajardo,Elisafajardo521@tourket.com,6Ow074YUMgTVU,Elisafajardo115,+56 9 4187 3882,26853491,0,,,,1
Verónica Tejeda Dueñas,vetedu927@wass.com,MnzSqgs1m,verónica5747743,+56 9 4838 5200,18540575,10000,,,,3
Sra. Rafael Godoy Pabón,Sra.pabón581@viajesanma.com,52Cr0IZd,sra.1401719,+56 2 1114 7753,29719975,435,,,,7
Jaime Montoya Espino,jaime775466@marmol.com,RomrhXuCDn1lXx7,jaime6577786,+56 2 4283 7208,24347169,0,,,,9
Sta. Sonia Serna Arredondo,stsosear112@tourket.com,4kfldIRz,sta.798158,+56 2 8874 0474,10000022,0,,,,9
Florencia Sandoval Galindo,Florenciagalindo969@marmol.com,q7UfQrpOZT2k,Florenciagalindo111,,27645384,10252,,,,K
Elisa Rivero Solís,elisa5665287@outluc.com,O34Xd4s1noYa9FMi,elisa4147684,+56 2 7873 3245,25200626,7040,,,,5
Sta. Silvia Morales Torres,sta.9660229@viajes.cl,f4Aw9t2LrT8,sta.7731176,+56 2 0545 1650,21168251,,,Fonasa,Full time,5
Magdalena Montemayor Olivo,Magdalenaolivo906@edubus.cal,G2sk648e,magdalena1003547,+56 2 7836 2881,24713530,10703,,,,8
Sta. Óscar Jasso Ramírez,sta.6733753@viajes.cl,nthk28eVOA,sta.4515627,+56 9 2671 5234,28799467,,,Más vida,Part time,2
Sra. María Soledad Carrero Medina,sra.1566337@outluc.com,IpUQSD7xrR8r0uXe,sra.6836554,+56 2 3916 0771,20092853,0,,,,9
Natalia Guajardo Tamayo,natalia8789422@viajes.cl,2DtNM4WHWKxJhHe0,naguta321,+56 2 3876 7104,18915868,,Nocturno,,Full time,8
Sta. Raúl Rocha Lucio,strarolu618@tourket.com,R1txhGbid,strarolu354,+56 9 2086 0458,10913777,0,,,,4
Esperanza Benítez Roldán,esbero732@outluc.com,ZW7k6i7PJ,esperanza2569212,+56 9 1497 3200,13484867,6581,,,,7
Marco Antonio Delao Pantoja,maandepa360@marmol.com,Al5lPsPs87w,maandepa287,,21158084,6067,,,,4
José María Archuleta Ocasio,josé3191110@viajesanma.com,vVIMzsTcBlHp14,josé7178849,+56 2 2514 2681,18743122,8510,,,,0
Elvira Reséndez Varela,elreva517@edubus.cal,2p7KSreyzK,Elviravarela993,+56 2 3848 6548,12920527,0,,,,K
Sr. Laura Navarro Canales,srlanaca748@tourket.com,JYnFjnLu8z,srlanaca336,+56 9 0063 3705,29457791,5058,,,,2
Silvia Balderas Delgadillo,Silviadelgadillo202@outluc.com,LpIHYiSKmDTfIe17,Silviadelgadillo913,,27419953,0,,,,9
Sta. Lourdes Paz Acosta,Sta.acosta525@tourket.com,ZQemGximcPwi0,Sta.acosta959,+56 9 0153 3641,13324573,,,,,1
María Cristina Deleón Padilla,macrdepa547@viajesanma.com,Pe1LA07C4x,maría3429767,+56 2 6275 7850,11613497,2040,,,,7
Marco Antonio Verduzco Valencia,marco3753559@wass.com,9MzuOOYn,Marcovalencia673,+56 2 2051 2141,29466668,13369,,,,0
Antonia Magaña Olivárez,anmaol426@outluc.com,z9T3cj7jLmBU,Antoniaolivárez145,+56 2 8182 6189,13444822,4064,,,,9
Rocio Cano Montaño,Rociomontaño835@wass.com,SbvKhatFG0G,rocamo625,+56 2 9852 8512,10403332,9027,,,,6
Sra. Homero Tamez Abeyta,srhotaab716@viajesanma.com,GEgufDHJ2w80S,srhotaab799,+56 9 9690 0827,19373982,10587,,,,2
Arturo Medrano Granados,arturo5302180@outluc.com,BGLW6tBfFAU6,armegr544,,10511446,0,,,,K
Conchita Almanza Domínquez,coaldo266@viajesanma.com,Ko6Dutqgwkk12P6,Conchitadomínquez292,+56 2 6863 6664,13245266,22056,,,,0
Francisco Rocha Sanches,frrosa930@wass.com,gQD9UbVjgcVjMA,frrosa261,+56 9 9421 7917,22154806,6083,,,,K
Francisco Quiroz Espinoza,frques693@marmol.com,f69jF4fMbY,francisco1652584,+56 9 1007 1869,23294474,18581,,,,9
Julia Naranjo Rosales,Juliarosales301@outluc.com,fz68wT2F6,junaro972,+56 2 8172 3564,12501020,,,,,2
Antonio Aragón Quiroz,Antonioquiroz229@tourket.com,w3kSzfEI1Ua,anarqu865,+56 9 2100 2268,28167760,-5610,,,,8
Marcela Vera Abeyta,marcela9324829@wass.com,Fe316vbgs,marcela9991859,+56 2 4586 3694,23454953,9906,,,,7
Olivia Rojo Jimínez,Oliviajimínez246@marmol.com,2z5vE5UX,olroji169,+56 9 4038 9637,19806098,4230,,,,4
Sergio Madrigal Viera,Sergioviera165@viajesanma.com,ROVfY4JBoOTHopU,sergio6241129,+56 9 6074 4490,11895202,5436,,,,2
Fernando Palacios Montenegro,fernando2383598@tourket.com,Bvc31K9OyQs,Fernandomontenegro637,+56 9 8585 5869,26167299,1375,,,,5
Sta. Luisa Acevedo Benavídez,sta.5908641@marmol.com,sD6gFjoBQmDP,stluacbe350,+56 2 4756 3367,16316879,698,,,,0
Rafael Barraza Varela,Rafaelvarela101@wass.com,VwSUwGcmBO51mUNC,rabava201,+56 2 6455 4471,16148455,36,,,,5
Gabriel Bétancourt Valverde,gabéva842@edubus.cal,88Autsf2QN7wjE,gabriel9043361,+56 9 1940 6679,29219784,0,,,,5
Diego Mendoza Zapata,dimeza588@marmol.com,ak0IGx3OH,Diegozapata203,+56 9 6942 5530,15919384,0,,,,5
Lorena Cedillo Vera,lorena8628552@marmol.com,vRSnr2RD7AeV9Ng,lorena9393409,+56 9 8712 0480,29944533,0,,,,K
María Luisa Nieto Colunga,Maríacolunga907@edubus.cal,oi4OelBM7Va7TY6,malunico325,+56 2 1296 2104,11229495,488,,,,3
Rubén Salcedo Rojas,Rubénrojas291@marmol.com,1SiILQQyvN1iqwtC,rusaro669,+56 2 7425 9740,22009372,7119,,,,7
Marcos Carmona Caraballo,macaca907@tourket.com,7tnVvkBRulk,Marcoscaraballo375,+56 2 8912 3490,28633757,5354,,,,0
Sra. José Olivárez Zavala,Sra.zavala806@edubus.cal,nb5AHp7b,Sra.zavala869,+56 9 1923 0767,11333317,12063,,,,0
Eva Pelayo Quintana,Evaquintana821@wass.com,6PGstYFv,evpequ485,+56 2 3160 6770,11674497,11040,,,,K
Dolores Bravo Crespo,Dolorescrespo480@wass.com,DnRyxSmAP4Y1,Dolorescrespo333,+56 9 2026 9787,19128299,10130,,,,K
Francisca Casares Saiz,frcasa704@tourket.com,qvNbclA5Hm4EfuRg,francisca5610763,+56 2 0949 2270,16569456,6140,,,,2
Berta Vaca Espinal,berta3224899@edubus.cal,RbU2eb2PwhH,Bertaespinal574,+56 9 4697 7383,20437402,4199,,,,3
Miguel Jiménez Cortez,mijico282@tourket.com,bV389jVrHNyrvi,mijico491,+56 9 1092 1550,14271851,0,,,,0
Martín Rosas Razo,Martínrazo938@tourket.com,KP3S0SmX2Jk,marora578,,25830908,2865,,,,1
Sr. Laura Márquez Burgos,srlamábu640@outluc.com,EBAgKrDT2,Sr.burgos428,+56 2 6885 5476,17717093,11308,,,,3
Agustín Parra Maestas,agustín4570813@marmol.com,tHhpCwxOUASGT1,agpama721,+56 2 3890 5102,17713622,7608,,,,0
Sra. Diego Anguiano Jiménez,srdianji849@marmol.com,kma87lZQgW36,Sra.jiménez268,+56 9 3320 1704,17053367,10907,,,,4
Olivia Dueñas Guerra,olivia5797726@wass.com,W4O9at7A,olivia7393697,+56 9 0786 0446,29839552,,,,,5
Sara Villanueva Escobedo,savies428@viajesanma.com,PfV4GTP7wpB3uL4,sara3576713,+56 9 6567 1662,26495451,0,,,,7
Soledad Véliz Quintanilla,soledad207169@tourket.com,HQ7rJw2DESuX,sovéqu765,+56 9 5751 0523,29962623,8904,,,,7
Leonor Cervántez Montero,leonor3521619@wass.com,aza1WFDQ7ug,leonor5906179,+56 9 5077 1162,11704222,,,,,7
Sonia Macías Méndez,somamé729@edubus.cal,aHldS6Mo,Soniaméndez564,+56 9 0252 1750,27733164,7959,,,,0
Santiago Salazar Beltrán,Santiagobeltrán904@wass.com,KgE0Ww0Bq,Santiagobeltrán103,+56 9 8577 4018,11032862,32803,,,,1
María Cristina Gallardo Reyes,maría6924571@wass.com,RAhrmj8TsG8wM,maría1608721,+56 2 9892 2829,19493264,2090,,,,2
Natalia Rentería Cardenas,nareca952@viajesanma.com,VEetab0KvSdvA,nareca228,+56 9 6618 4085,10775175,0,,,,0
Ramón Corona Vásquez,racová412@tourket.com,MFZAXVKE6vqcayx,ramón9330884,+56 9 6766 2812,14844231,22873,,,,2
Caridad Verduzco Lebrón,caridad6182643@tourket.com,6mAwXfC5Mk,Caridadlebrón853,+56 9 7748 0641,17387607,,,,,6
Clara Castro Delafuente,clara5338646@wass.com,aaXfZ9jvbYprth,Claradelafuente221,+56 9 7553 8789,15766498,11202,,,,0
Alfonso Ramos Cintrón,alraci789@marmol.com,s9XdycGuE1Xg,alraci569,+56 9 8143 0047,22047061,0,,,,K
Reina Godínez Tamez,regota410@wass.com,69yqktLUGO,reina3962520,+56 9 6035 9258,10151307,339,,,,6
Gloria Anguiano Benavides,glanbe559@tourket.com,Almne6GzXu6,gloria8585540,+56 2 9063 4322,27232266,7232,,,,K
Bernardo Gracia Meza,Bernardomeza483@viajes.cl,WqY2Pt9wUP4k9,begrme860,+56 2 6688 3805,21762302,,Nocturno,,Part time,2
Sta. Dolores Casas Becerra,sta.1348576@outluc.com,ZzihXh38,sta.8166439,+56 9 1151 1913,20508090,10776,,,,2
Guillermo Nieto Tamez,guillermo3919857@viajesanma.com,QJbIb2WSlR4,guillermo3176867,+56 2 9237 9087,14422423,0,,,,K
Juana Collazo Huerta,jucohu324@viajesanma.com,sKBrTARrDvf9,juana8093529,+56 9 3553 9637,20337552,13447,,,,2
Rocio Rendón Ayala,rocio4724470@viajes.cl,7bNCPAhd5dBq0,Rocioayala941,+56 9 3319 6526,15412113,,,Fonasa,Part time,7
Eva Anaya Amador,evanam172@wass.com,qIt58riAe5nBTAEc,evanam100,+56 9 8954 7464,20166298,12942,,,,2
Marcos Raya Mojica,Marcosmojica709@outluc.com,oNZ6e337Hg3v0N,marcos9747872,+56 9 6427 7332,28011550,0,,,,9
Sta. Silvia Rolón Estrada,sta.847296@wass.com,qz2HgvEOZ,sta.2586539,+56 2 8848 0282,26469421,-6063,,,,3
Sra. Luis Miguel Noriega Peres,srluminope767@wass.com,uX6N9kmig3rj,srluminope269,+56 9 2501 6628,11986304,25790,,,,K
Ramona Torres Leiva,ratole486@edubus.cal,gmiYvMlg5,ratole975,+56 9 1610 7671,21194379,60,,,,3
Salvador Rubio Ferrer,Salvadorferrer589@outluc.com,fnE4bFo0O8,sarufe439,+56 2 3628 8832,19795680,7280,,,,1
Olivia Polanco Barrios,Oliviabarrios662@edubus.cal,rQ5naXqfd,olpoba528,+56 2 6050 5561,25688623,0,,,,5
Juana Leiva Olvera,Juanaolvera617@edubus.cal,IcUQL6mq39O,juleol652,+56 9 0344 0438,15199392,2883,,,,3
Ana María Núñez Dueñas,ana8583900@tourket.com,IL0yJhzxFcZ7,Anadueñas692,+56 2 6617 1828,11327486,-7446,,,,7
Sr. Concepción Jimínez Tamez,Sr.tamez864@viajes.cl,ySUzJcxI1,srcojita409,+56 9 9293 9387,27517325,,Diurno,,Full time,8
Germán Robledo Carbajal,germán2223371@marmol.com,ncjCG2ydVQ5DA8T,geroca653,+56 9 5560 4560,17101144,0,,,,2
Daniel Domínquez Jiménez,Danieljiménez887@wass.com,iZ1lcnwdProJ1s,daniel5677359,+56 2 0240 8639,24624863,7217,,,,K
Pedro Espinoza Pelayo,Pedropelayo325@viajes.cl,ZpgLNWZw4yJK0,Pedropelayo138,+56 9 1533 5219,21772044,,,Fonasa,Part time,3
Sta. Clemente Altamirano Tovar,sta.5116870@edubus.cal,mYrAcTp4h,Sta.tovar489,+56 9 5262 4417,17467427,6634,,,,2
Alberto Banda Cervantes,Albertocervantes264@tourket.com,R8mawKvRq669sW,albace836,+56 2 8901 0843,14369637,-14384,,,,5
Tomás Alcántar Garza,tomás7451786@edubus.cal,n74GDQ6kg,Tomásgarza189,+56 2 7303 0913,10041121,10815,,,,0
Reina Leiva Armijo,relear249@tourket.com,hFnnSpWxL90rpSz1,Reinaarmijo533,+56 2 4080 4038,22287022,9944,,,,4
Alejandro Garay Noriega,alejandro750947@marmol.com,a7jpeneyabH,Alejandronoriega257,+56 9 7795 1352,25171149,0,,,,6
Leonor Moya Montalvo,lemomo979@viajes.cl,WZuEt2LjOU5Df,lemomo186,+56 9 1166 5981,21235509,,Nocturno,Fonasa,,7
Benito Estrada Acevedo,benito4478388@viajesanma.com,fE5DWqV3mb,beesac712,+56 9 1602 7351,27808372,21508,,,,1
Norma Ureña Bahena,Normabahena565@outluc.com,2AimKwqEx,norma4375694,+56 9 0763 1896,24695431,21060,,,,3
Benito Pizarro Flores,Benitoflores803@marmol.com,qJA22jvXq2,Benitoflores752,+56 2 9870 7456,20613626,12230,,,,K
Lorena Lucio Espino,lolues613@tourket.com,8HfMkzcsr4,lolues533,+56 9 3867 0357,21518447,0,,,,1
Florencia Cadena Delatorre,flcade315@wass.com,izDxHz2ayqhVZ2PR,flcade496,+56 9 4212 3784,10531945,0,,,,2
Lucia Solano Cadena,Luciacadena583@outluc.com,4NjRzi1x,Luciacadena475,+56 9 1601 9958,24912877,2938,,,,5
Armando Delrío Magaña,Armandomagaña635@viajesanma.com,7nKDV3w5ztNp5m2n,ardema973,+56 9 3544 6125,12901514,,,,,4
Adán Castañeda Briseño,adcabr819@viajesanma.com,i0NYgw32P,adán8842775,+56 2 7645 4161,21792778,1359,,,,1
Guillermina Delapaz Solís,guillermina7523622@tourket.com,X99zaHGDL1,guillermina9634388,+56 2 1871 3056,28723292,3590,,,,6
Concepción Cortez Pedroza,cocope581@marmol.com,Czi4TbNhpknmtl,Concepciónpedroza203,+56 9 2418 1581,18434951,0,,,,5
Miguel Olivera Santillán,miguel2832441@edubus.cal,Voifx4I9qkcR0c,miguel2658170,+56 9 7484 0699,25217762,9491,,,,0
Guillermina Cadena Correa,guillermina2190206@viajes.cl,8R5ZPu0aY2E,gucaco886,+56 9 1037 7492,26193778,,Diurno,,Part time,6
Rosalia Ceballos Valle,roceva503@tourket.com,horWoWDoNFsx3M,rosalia488984,+56 9 9381 7750,25059251,2954,,,,5
Luis Miguel Botello Arteaga,luis5652575@edubus.cal,SBt67pAH532,lumiboar747,+56 9 8717 3272,27772840,9292,,,,0
Marcela Prieto Garza,Marcelagarza762@wass.com,5fG6Z5IN,Marcelagarza528,+56 9 7872 8334,20218144,8863,,,,9
Horacio Barrera Guzmán,Horacioguzmán500@tourket.com,FE1HRVXtlqy,horacio2677690,+56 2 5377 2414,16494840,,,,,4
Claudia Hurtado Alarcón,claudia7289922@wass.com,zmKvS9dK2IMg7k,clhual340,+56 9 9320 8026,25308210,3356,,,,0
Sra. Isabela Banda Barela,sra.3937211@viajesanma.com,CyNTYvB4B65Q,sra.277249,+56 9 9885 9517,29101761,1011,,,,4
Gabriela Armendáriz Anguiano,gaaran617@wass.com,cScF271xONh,gaaran935,+56 2 4694 5409,20923204,5832,,,,9
Sr. Homero Gollum Madrigal,sr.4693220@tourket.com,jE4TaP6p,Sr.madrigal957,+56 2 2828 0224,14598177,3992,,,,8
Marta Duran Terán,madute287@edubus.cal,PDGLelixw3c,marta4501108,+56 2 7551 3572,21885805,16161,,,,8
Ramiro Almanza Rodríquez,ramiro4979117@viajes.cl,2HwGwQXP,raalro558,+56 2 0328 1669,27795704,,Nocturno,Banmédica,,3
Sta. Arturo Canales Marroquín,starcama253@wass.com,dvXU8Nqbrs0DeOR,sta.6312202,+56 9 5894 5624,16829534,11098,,,,0
Arturo Ávila Negrón,arturo7181516@outluc.com,AvGvzbH1B1,arávne717,+56 9 0066 5761,24252033,0,,,,5
Leticia Corral Reyna,Leticiareyna254@outluc.com,YUld4CF0Dc,leticia9508811,+56 2 7364 8133,12315776,7340,,,,1
Emilia Grijalva Trujillo,Emiliatrujillo257@viajesanma.com,ryFsiyrP6x,emilia7651224,+56 2 4137 5537,12484484,1705,,,,3
Emilio Dueñas Castillo,emilio6071389@wass.com,P88s62rXneOC,Emiliocastillo174,+56 9 7389 7318,29551367,3944,,,,5
Leticia Becerra Adorno,lebead783@marmol.com,hU41rWYm8YLA,leticia4010673,+56 9 2790 2873,26618277,5634,,,,5
Luisa Méndez Chacón,Luisachacón899@edubus.cal,ODY6a8Z3ovlVwC,luisa2760654,+56 9 3534 5738,17909815,1048,,,,6
María Elena Delarosa Sevilla,Maríasevilla622@outluc.com,JBkR3pSs,Maríasevilla464,+56 9 0194 7012,22745319,2932,,,,2
Mariano Longoria Canales,Marianocanales677@outluc.com,PVVrC0xbMtO,Marianocanales363,+56 9 6440 8459,21832304,19332,,,,9
Guillermo Cardona Tello,gucate202@marmol.com,7hDxAP9Q9,guillermo1329593,+56 2 6946 9378,26814773,2562,,,,K
Micaela Riojas Coronado,mirico770@marmol.com,U3HjeETamm6B,Micaelacoronado388,+56 9 4791 5690,14991130,3815,,,,8
Rodrigo Cabán Patiño,rocapa636@viajes.cl,JQS0wsTBdLxkT,rocapa707,+56 2 7765 0820,13058842,,,Banmédica,Part time,5
Sr. Fernando Negrón Burgos,sr.9387177@viajes.cl,4HMHU4mEG,Sr.burgos144,+56 9 1944 2824,24619719,,,Fonasa,Full time,9
Raúl Henríquez Rangel,Raúlrangel650@marmol.com,BiZaXw0JZ,raúl2191630,+56 9 7752 9622,24074901,,,,,7
Sr. Josefina Menéndez Tapia,Sr.tapia171@tourket.com,Epqk4Q3EGUOh8e,sr.8420201,+56 2 5882 4663,24732775,-17563,,,,4
Yolanda Villa Armas,yolanda630490@edubus.cal,aiP90pETt0Zqok3,yoviar597,+56 2 7140 1841,13812924,1020,,,,1
Ana Luisa Henríquez Quiroz,anluhequ729@outluc.com,uGde1kvb,anluhequ873,+56 2 1932 8548,12393323,7898,,,,0
Manuela Gómez Paz,Manuelapaz634@marmol.com,pGzkC8bIhN,Manuelapaz130,+56 9 7738 2792,17268312,0,,,,6
Sta. Pablo Amador Arriaga,sta.3962417@edubus.cal,MGNVi8L8p,sta.7888214,+56 9 3736 3589,23219073,0,,,,6
Roberto Iglesias Jasso,Robertojasso913@wass.com,chr0h5St1,Robertojasso724,+56 9 0207 9409,26068880,8600,,,,4
Sofia Saldaña Moreno,sofia536200@tourket.com,2OzNmTwP,Sofiamoreno313,+56 9 3431 6969,24730406,0,,,,1
Enrique Tello Agosto,enrique915368@marmol.com,3hN1pxGpoKZiJYq,Enriqueagosto215,+56 9 5635 8600,16948883,21874,,,,5
Sr. José Emilio Villanueva Velázquez,sr.8899676@viajesanma.com,e5E5JF0hQ,srjoemvive560,+56 2 2549 6675,28287954,9952,,,,9
Federico Salas Quezada,federico4718123@marmol.com,gQHUeSiq7N,federico5869499,+56 2 2091 5656,24634667,8182,,,,4
Irene Bétancourt Lomeli,irene7416564@edubus.cal,JF7XZ4Aw,irbélo190,+56 2 7047 6723,23344026,26629,,,,4
Sara Aguilera Serrano,saagse120@tourket.com,VN78j41dLJ,saagse879,+56 9 6849 1297,13069617,7963,,,,1
Florencia Bétancourt Heredia,florencia7119915@outluc.com,6FunC9kd0O39,Florenciaheredia424,+56 2 9619 9557,27666504,0,,,,9
Lola Cardenas Acevedo,locaac619@tourket.com,yNXYuWY15hS,lola8376393,+56 2 4661 1739,24406211,2990,,,,3
Lilia Collado Rosas,licoro858@edubus.cal,H0t0foxl,lilia1577861,+56 2 8094 1132,12310516,0,,,,8
Raquel Armijo Montez,raarmo516@outluc.com,XDt90PNM2DSysT,raquel1690574,+56 9 9523 6206,23188337,0,,,,1
Sta. Raquel Ordóñez Villegas,straorvi927@marmol.com,BwAIdJ3D17rMrca,straorvi335,+56 9 8951 7330,14024840,1527,,,,1
Dolores Enríquez Sarabia,dolores1011349@outluc.com,UzkbY3sDHC6pqbKA,dolores6858494,+56 2 6905 9993,26077848,0,,,,K
Ramón Campos Arguello,Ramónarguello372@viajes.cl,AVm7l444G8Ww,racaar607,+56 2 8989 5082,16683113,,Nocturno,,Part time,K
Sra. Isabela Rincón Soria,Sra.soria102@marmol.com,hfOJgaQ6QPfkR,sra.5470866,+56 2 2024 1921,25921557,2505,,,,9
Sta. Raúl Jaimes Escobedo,Sta.escobedo349@outluc.com,oifKOS95DtRHo,Sta.escobedo434,+56 9 9574 5381,15644241,,,,,0
Virginia Delarosa Caballero,virginia2661573@tourket.com,IYKVnhCPcOn586t,virginia4178533,+56 9 2160 5017,26761269,8905,,,,2
José María Patiño Carvajal,josé8438757@edubus.cal,7FSR3WuJAzrBb25b,josé4108383,+56 2 0267 2198,19514957,0,,,,7
Patricio Santiago Badillo,pasaba567@wass.com,al5j9U1t,pasaba512,+56 2 5230 6193,13987070,0,,,,0
Adriana Méndez Tamayo,adméta645@edubus.cal,jRaP9d6IA9WY,Adrianatamayo954,+56 2 7873 9010,17350977,14407,,,,4
Vicente Meza Zaragoza,vicente4309272@wass.com,q3qzfu4vgGPz,vicente4337634,+56 9 0935 2856,14289268,1839,,,,5
Germán Reynoso Vélez,Germánvélez748@outluc.com,9QCLfgbmlY,Germánvélez812,+56 9 5595 6936,20941723,-13314,,,,5
Marcela Carrero Verdugo,marcela7386528@viajesanma.com,1nIGH8SVuZJ,macave956,+56 9 4899 5746,14963984,0,,,,5
Florencia de Anda Madrid,fldeanma640@marmol.com,cGkBGmAXP4Ez,florencia6776237,+56 9 2951 6309,16151716,6894,,,,K
Yolanda Zambrano Robles,yolanda9733904@marmol.com,Xz8KopHthK0,yolanda967487,+56 2 6930 9280,22714073,4016,,,,9
Guadalupe de Jesús Romo,Guadaluperomo986@viajesanma.com,mAt9AsDJM,gudejero258,+56 2 3632 3992,19573752,0,,,,5
Daniela Acuña Riojas,Danielariojas153@viajesanma.com,g31cvxRuVls,Danielariojas625,+56 2 0875 9877,11492163,3465,,,,7
Lourdes Gil Orozco,logior528@edubus.cal,rgvqaD1b2Q,Lourdesorozco243,+56 2 1426 2395,19458961,0,,,,1
María Longoria Colunga,maría8478238@outluc.com,whhatgFRH9,Maríacolunga991,+56 9 4035 5170,25860904,21981,,,,2
Micaela Solorio Delapaz,misode583@wass.com,5m5Qu6Ad4nH,micaela3131881,+56 9 9479 8619,23384532,8720,,,,9
Sra. Teresa Bustamante Camacho,Sra.camacho100@tourket.com,U1KhsqpyUvNV,sra.7923833,+56 9 7414 1144,29256211,18451,,,,K
Yolanda Rico Cortez,yorico704@edubus.cal,cNuoRXvu24I,Yolandacortez776,+56 2 6024 1695,29386390,18765,,,,3
Mariano Dávila Cotto,madáco873@wass.com,GxR8yMidzjD7d3,mariano7473889,,29370532,2108,,,,1
Rosalia Montero Acevedo,rosalia1430960@marmol.com,7DtMPmC7,rosalia6413349,+56 2 3922 0564,20986769,784,,,,9
Germán Piña Arriaga,germán6297539@tourket.com,1p2FJUwz,germán4024997,+56 2 8963 0503,28931014,6550,,,,2
Graciela Madrid Garica,Gracielagarica981@edubus.cal,zhG2qYXg,graciela8625113,+56 2 5035 2544,28009137,20821,,,,5
Ignacio Garrido Barrera,Ignaciobarrera916@wass.com,X1sXfjjsAmqReGaJ,iggaba322,+56 2 6319 1054,26336754,0,,,,5
Juan Carlos León Melgar,Juanmelgar491@tourket.com,rpU0CJj3wuh6,juan2304694,+56 9 2988 1039,24842381,1685,,,,1
Sr. Carlota Munguía Mateo,sr.6673962@viajesanma.com,ar2vcdV9OkcTs,srcamuma883,+56 9 7190 2451,24931830,0,,,,2
Sr. Luz Arroyo Valladares,sr.2437231@tourket.com,AZoLRYENkHLR8AfD,srluarva218,+56 9 4752 3383,15004415,8728,,,,4
Alberto Soria Fuentes,alsofu422@tourket.com,CKSkea7DrGT8gn4b,Albertofuentes872,+56 2 6329 1821,28637651,12422,,,,7
Agustín Arellano Rolón,agustín5925524@tourket.com,zUURcxGkAm7l0pab,Agustínrolón758,+56 9 1046 9229,20666124,3736,,,,0
Ernesto Ocasio Tapia,ernesto7105634@viajesanma.com,4S89APa0vq4HZZ1,ernesto8116639,+56 2 5964 9450,16313697,7094,,,,K
Mercedes Serna Velásquez,meseve940@outluc.com,JVjP5hv1hJLrH7q,meseve842,+56 9 3199 6164,29367394,22895,,,,2
Isabela Laureano Gamboa,isabela9012100@wass.com,SDpKs2pVodukAZ,Isabelagamboa126,+56 2 8722 2947,13782219,7409,,,,9
Germán Ramírez Holguín,germán5060596@wass.com,JKCiYkWuYw5,germán3115999,+56 9 7157 6906,16237269,2089,,,,6
Ana Luisa Sáenz Salas,anlusása515@outluc.com,FOjXTlU35T,anlusása552,+56 2 4081 7008,22433731,0,,,,0
Ana María Barrientos Ríos,anmabarí968@tourket.com,epmXpgpcLO8AS,anmabarí250,+56 2 3868 8123,10576079,5424,,,,5
Gilberto Montalvo Mota,Gilbertomota360@wass.com,QJib2ksR,Gilbertomota635,+56 9 8504 0471,17081833,3835,,,,4
Mariana Zepeda Olivas,mazeol786@viajesanma.com,j1tpO8MY48lOAWLc,Marianaolivas474,+56 9 5024 8327,18028313,5946,,,,7
María Luisa Villanueva Montero,Maríamontero518@outluc.com,23mWouy8UWu,maluvimo622,+56 2 2294 9596,15650157,-388,,,,3
Clara Valverde Anaya,clara3870219@outluc.com,xkJHUUQ1l7Cp,clara7538411,+56 2 7740 0305,15480643,1377,,,,1
Diana Rascón Farías,Dianafarías798@viajes.cl,95PqjZgSYjoVc0r0,Dianafarías768,+56 2 8008 0799,27803491,,Nocturno,,Part time,7
Antonio Sierra Guillen,antonio1541842@outluc.com,LwD8a14e0JbZ4,ansigu723,+56 9 0010 6238,16335823,0,,,,9
José Luis Serna Cardona,joluseca677@edubus.cal,fvXowl3fQ9W,Josécardona520,+56 9 6257 1126,14843402,992,,,,6
Sr. Rosalia Monroy Yáñez,srromoyá724@viajesanma.com,5ZOC5MwOGLV4n,sr.1738765,+56 9 9329 3740,23181324,-7975,,,,1
Beatriz Velázquez Tello,bevete852@outluc.com,ylZv0NIeq5dvsQu9,beatriz8041665,+56 9 7837 1719,17575297,5022,,,,8
Luis Miguel Cazares Archuleta,luis5080779@outluc.com,7fyQZ3AXdDwi7,Luisarchuleta940,+56 2 2254 7917,14999376,2672,,,,2
Diego Rodríguez Tijerina,diroti491@viajesanma.com,9fkon1TQ1,diroti123,+56 9 6884 1663,28688979,2988,,,,4
César Cornejo Armas,césar1419783@marmol.com,7tYUQ07nT9ke,cécoar271,+56 2 9624 9890,18150716,31684,,,,0
