panorama_id,nombre,edad
,María Teresa Cepeda Peña,98
,,-91
,María Zarate Rubio,43
,Juan Carlos Lemus Rael,17
99591,Eduardo Delagarza Carreón,-51
99591,,92
99595,,28
,Germán León Rojo,83
99596,Gilberto Cedillo Valdivia,-90
,Joaquín Almaraz Madera,69
99596,,21
,Sr. Julia Valenzuela Tejeda,
99597,,76
99598,Claudio Vergara Balderas,-8
99599,,-24
99599,,
,Sr. Caridad Cisneros Quesada,94
,Timoteo Garibay Ballesteros,4
99605,,
,Adela Escobar Hidalgo,18
99605,Sra. Barbara Ojeda Soria,-98
99611,,100
,Marco Antonio Jaime Guardado,17
,Horacio Prado Lugo,70
99615,,85
99616,María José Velásquez Castellanos,-101
99620,,9
99623,,54
99624,,50
,Alberto Ballesteros Cisneros,73
99627,,13
99629,,6
,José Eduardo Ontiveros Nájera,73
99641,Esteban Carrero Zambrano,-72
99650,Sta. Benjamín Zamudio Madrigal,-39
99661,Antonia Reyna Bustamante,-22
99669,,
99669,,98
,Julio Mendoza Muñiz,26
99671,Elena Chacón Sandoval,-60
,Sta. Juan Carlos Zamudio Ávalos,19
99672,,49
99672,,86
99672,Federico Ramón Varela,-9
99673,Jacobo Negrete Ornelas,-19
,María Elena Marín Jiménez,76
99673,,3
99673,,38
99674,,23
,Sra. Patricio Zúñiga Sarabia,47
99674,,65
99681,Ramona Gamez Caballero,-12
99682,,10
99700,Sra. Beatriz Abreu Cavazos,-51
,María Elena Delapaz Espinoza,60
99700,,86
,Barbara Archuleta Tello,
99704,Susana Benítez Girón,-63
99704,,64
99705,,81
,Sra. Sofia Carreón Calderón,9
99706,Ariadna Mayorga Gamez,-58
99707,,71
,Andrés Pabón Coronado,90
99715,,4
99715,,100
99738,Ana Solano Mata,-76
,Jaime Monroy Peña,40
99768,,-13
99769,,3
99772,,12
99776,Luis Arroyo Riojas,-34
99777,,3
,Emilia Tirado Vargas,96
99791,,76
,Rosalia Calderón Rincón,
,Joaquín Leyva Granados,37
,Ignacio Botello Fuentes,11
99798,,43
99799,,95
99799,,28
99800,,82
99804,Sta. Ramiro Montemayor Olivera,-57
99805,,3
99805,,51
,Sta. Carolina Briseño Lomeli,
99806,Juan Amaya Collado,-32
,Ernesto Velasco Franco,6
99807,Leonor Verduzco Mayorga,-110
99810,,
,Ángela Correa Lerma,96
99810,Pilar Jaime Mena,-25
99812,,
99818,,59
99818,Felipe Sedillo Hidalgo,-76
,Sr. Maricarmen Zúñiga Verdugo,9
99820,Gustavo Casas Nazario,-30
99820,,94
,Alejandro Paredes Quiroz,78
,Sra. Laura Bétancourt Baeza,102
99821,,43
99821,Lilia Paz Lozano,-32
99825,Ángela Tirado Serrano,-69
99825,,19
99831,,-40
99853,,54
,Jorge Polanco Cano,76
,Sta. Ángela Cintrón Menéndez,4
99857,,12
99858,Sr. David Rodarte Botello,-14
99858,Sr. Florencia Lozano Sotelo,-97
,,78
,Sra. Leticia Mora Sanabria,43
99862,Sta. Raquel Cisneros Arredondo,-68
,Sra. Benjamín Pacheco Alicea,97
,Norma Ruiz Tijerina,89
99863,,44
99875,,110
99880,Virginia Guzmán de Jesús,-88
99882,,73
,José Luis Pacheco Jáquez,61
,Sr. Benjamín Gonzales González,32
99888,Rosa Lucio Urías,-32
99889,Daniel Rentería Hernandes,-36
99894,,97
99895,Eloisa Tamez Cruz,-65
,,38
,Víctor Márquez Puente,107
99899,,17
99908,Rodrigo Arriaga Guardado,-69
,David Rojo Abrego,74
,Óscar Linares Véliz,79
,Sancho Santiago Reyes,37
99918,,
,Eloisa Cantú García,16
,Rubén Olmos Montes,40
99920,,92
,María Teresa Franco Aragón,
99932,,9
,Hugo Collado Vigil,89
99937,,12
99937,,23
99952,,52
99952,Verónica Rodarte Ulibarri,-94
99953,Francisca Gollum Rivera,-82
99953,Santiago Muñoz Lugo,-68
99954,Arturo Zepeda Hernandes,-60
,Arturo Arreola Alvarez,49
99960,,110
99960,,47
,Carmen Samaniego Nieves,5
,Javier Lara Matías,
,Esteban Hinojosa Orozco,77
99963,,102
,,40
,Rubén Salinas Munguía,60
,Sta. Cecilia Alba Granado,8
99971,,84
,Jorge Luis Casares Camarillo,35
99972,Federico Rivas Alvarado,-93
,Claudio Paz Raya,
,Ernesto Alvarado Varela,54
,Federico Casárez Rodarte,73
,Guillermo Meraz Cardenas,
99983,,7
,María Elena Arriaga Hurtado,104
99989,,32
,Julia Lugo Velásquez,34
,Joaquín Tapia Pulido,56
99998,,
99999,Marilu Patiño Jimínez,-85
,Sta. Barbara Sepúlveda Rolón,62
,Alicia Rosales Ojeda,97
100004,,35
100004,Rubén Arevalo Alicea,-98
100004,Carlota Urrutia Ávalos,-41
,Lucas Valdés Armijo,45
,Norma Osorio Mena,37
100005,,50
,Alfredo Sedillo Lucero,92
100006,,67
100009,,
100009,,99
,Jorge Luis Matías Soliz,102
,Virginia Alfaro Lemus,11
100010,,39
100010,,85
,Juan Carlos Cordero Olivas,75
100011,Nicolás Sáenz Rico,-17
,Daniela Ponce Chávez,51
100024,,38
100035,,37
100045,,31
100045,,92
,Tomás Urías Huerta,24
100046,Concepción Botello Carrera,-87
,Sr. Berta Hernández Villalobos,105
100046,,-83
100047,Sra. Julio César Tapia Prieto,-85
100048,,29
100048,,97
100052,,82
,Rubén Rojas Sisneros,70
100055,Sra. Lola Delao Cerda,-104
100057,Gerardo Cabrera Barajas,-21
,Santiago Cadena Rivas,68
,Sr. Lola Pedraza Báez,48
100065,Ana Luisa Barrientos Aponte,-89
,Reina Tello Garica,108
100066,,42
100067,Teresa Abeyta Abreu,-55
,Cristobal Naranjo Casillas,
,Juan Cabrera Chávez,107
100075,,14
100075,,94
100079,,93
100079,,83
100080,,11
,Sra. Mateo Carmona Covarrubias,82
100086,,109
,Sr. Alberto Balderas Gaytán,77
100088,,50
100088,Sra. Marco Antonio Villalobos Valenzuela,-12
100089,Pablo Romero Sotelo,-31
100089,,51
,José Luis Salazar Moreno,-85
,,73
100091,,101
100091,Emilio Narváez Gálvez,-36
100094,,22
,Irene Borrego Anaya,92
,,67
100095,,76
,Jacobo Alicea Prado,16
100099,,82
,Clemente Caballero Carrera,27
,Santiago Gollum Calvillo,25
100105,,109
100105,Concepción Díaz Iglesias,-41
,Samuel Raya Alicea,87
,Sr. Teodoro Avilés Pérez,102
100108,Miguel Sauceda Cazares,-28
,Bernardo Llamas Bustamante,17
100112,Homero Galindo Garay,-47
100113,,110
100113,,26
,Virginia Quintero Pagan,78
,Raúl Casanova Santacruz,
,Cecilia Benavides Córdova,101
100131,Clemente Casárez Tórrez,-105
100132,,91
100133,,110
100139,,102
,,91
100140,,29
100140,,100
100141,Susana Madrid Angulo,-87
,Sta. Julio Fajardo Crespo,
,Cecilia Cavazos Bueno,38
100148,Raquel Aguilera Arguello,-34
100149,,65
,Gregorio Lemus Leal,23
100158,,-63
,Andrés Mondragón Bétancourt,103
100159,,30
100160,,
,,36
100161,,17
100167,Isabel Mayorga Orosco,-70
,Patricia Polanco Bermúdez,28
100168,,12
100169,,
100169,Verónica Benavides Escamilla,-72
100170,Rubén Olivárez Carranza,-106
100170,,81
100170,Jaime Montes Uribe,-92
,Emilia Nájera Linares,45
100171,,14
100172,José Emilio Ruelas Frías,-22
,Nicolás Alfaro Domínquez,100
100172,,41
,Juan Carlos Briones Vélez,3
100176,David Hernández Raya,-65
,,68
,Sr. María Eugenia Sandoval Muñiz,67
,Sr. Carlos Lira Calderón,110
100201,Ana María Mendoza Osorio,-10
100202,,98
,César Menéndez Verduzco,20
,Clemente Ontiveros Aponte,36
,José González Guerra,
100221,Dorotea Alvarez Baca,-6
100222,Lorenzo Perales Quiñones,-55
100223,,16
100224,,70
100254,Óscar Bermúdez Barragán,-87
,Germán Saavedra Sanches,110
100231,Raúl Alvarado Delarosa,-99
,Daniel Cerda Armas,-95
100251,Daniela Carmona Mares,-65
100253,,11
100258,,21
,Julio Frías Anguiano,60
,Alfredo Galván Villaseñor,48
100265,Cristobal Zepeda Ávila,-39
100294,Mariano Arroyo Estévez,-88
100299,,103
100299,Sta. Mario Soria Jurado,-82
100299,Antonio López Griego,-42
100300,Sancho Valdés Navarrete,-12
100300,Sta. Benito Almonte Melgar,-29
,Lilia Loera Brito,63
100302,,8
100302,,33
100314,,64
100314,,-100
100316,Sta. Felipe Padilla Baeza,-89
,Eva Olivera Esquivel,36
100317,Sta. Joaquín Posada Valencia,-60
,Ester Garay Perea,11
,Lilia Valentín Correa,93
100329,,66
100330,Alejandro Villalpando Elizondo,-98
,Lucas Valverde Zelaya,102
100331,,61
,Federico Roque Arriaga,13
100332,,-55
,María del Carmen Tijerina Soria,62
,Horacio Godínez Mireles,85
,Elsa Holguín Ulloa,33
100343,Ariadna Elizondo Ferrer,-61
,Mario Benavídez Luevano,24
,Jacobo Verdugo Mata,91
100356,Daniel Ibarra Garay,-30
,Bernardo Santacruz Abrego,46
,María Teresa Jimínez Casares,21
100356,,100
100357,Victoria Alcala Riojas,-100
,Horacio Gaona Serrano,97
100364,Clemente Castellanos Gallegos,-93
100365,,44
100368,,67
100369,Sra. Jerónimo Coronado Carrera,-100
100374,,
100375,,66
100376,,6
100377,Sr. Manuela Alfaro Frías,-32
,Sra. Dorotea Carrasco Barragán,46
100377,Cristobal Vázquez Candelaria,-72
100378,Francisco López Gurule,-57
100387,,77
100388,Enrique Ibarra Angulo,-73
100388,Laura Hernández Ávalos,-30
,Sra. Cristina Orosco Barrios,13
100398,,20
,Juan Carlos Bustos Roque,60
100400,,5
,Diego Sauceda Irizarry,70
100406,,106
100413,,87
,Salvador Corral Esquibel,21
100420,,10
,Sta. Joaquín Montez Frías,101
100424,,82
100425,,79
100425,,101
100425,Rosa Torres Rodarte,-31
100426,,70
100430,Sta. Alfredo Borrego Solís,-86
,Sra. Laura Arce Benítez,62
,Gloria Irizarry Partida,40
100440,Dorotea Aranda Verdugo,-37
100443,Luz Correa Villalpando,-23
100449,,81
,Sr. Ana Luisa Ortiz Alejandro,83
100461,,93
,Juan Carlos Cabán Pagan,98
,Samuel Amaya Marín,97
,Alfonso Bermúdez Matías,6
,Sra. Leonor Madrid Arguello,56
,Sra. Mateo Meléndez Elizondo,34
100481,,103
,Sta. Felipe Padrón Sisneros,42
,Diego Leiva Calvillo,82
,Emilio Campos Guzmán,7
100497,Teodoro Chapa Jaime,-41
100498,,-73
100498,,78
100503,,54
,Sta. Marcos Ochoa Girón,3
100506,Eloisa Carrion Lemus,-62
,Isabel Zaragoza Aguilera,27
,Micaela Reyna Centeno,26
100522,,19
100526,,66
100526,,94
100527,,72
100527,,
100528,,88
,Andrés Vásquez Covarrubias,98
100531,,87
,Gerardo Guevara Uribe,109
100533,,81
,Rosalia Mojica Guardado,81
100533,Alfredo Santacruz Olivas,-78
100545,,61
100545,,32
,,55
,Sr. Alicia Covarrubias Velázquez,13
100552,,104
100552,Beatriz Covarrubias Tello,-29
100552,,46
100555,,9
100555,,31
100557,,62
100557,,77
100558,Mario Echevarría Caraballo,-10
100559,,35
,Clemente Garica Vélez,3
100577,,25
,Claudio Hinojosa Godoy,14
100584,Santiago Irizarry Mesa,-85
,,87
100586,Jerónimo Sanches Sáenz,-66
,Sta. José María Briones Almonte,24
100592,María Luisa Menéndez Villalobos,-37
100593,,
100596,Sra. María Luisa Baca Muro,-109
,Alfonso Bétancourt Gutiérrez,-40
,Rosalia Corrales Lugo,62
100607,,41
100620,,42
100623,Amalia Badillo Ramón,-11
100624,María Cristina Águilar Téllez,-42
,Marcela Barragán Leyva,28
100626,Patricia Tapia Colón,-104
100626,,72
100628,,48
100628,Sr. Rafael Olmos Santana,-92
100631,Mariano Casanova Rocha,-12
100632,,104
100632,,17
,,94
100635,,72
100651,Antonio Duran Montez,-77
100657,José Emilio Morales Quintana,-77
,Patricia Farías Arroyo,
100664,,39
100665,,47
100666,Sta. Marta Vega Enríquez,-29
100668,José María Tamez Prieto,-64
,Guadalupe Grijalva Ozuna,67
100668,,96
100669,Jorge Luis Valencia Chavarría,-31
100669,Mario Montero Gonzales,-71
100672,María del Carmen Corrales Ortiz,-72
,Josefina Toro Sánchez,
100672,Sergio Barrera Ortega,-84
100673,Horacio Ponce Abreu,-39
100673,,93
,Hernán Reyna Ponce,21
100674,,12
,Sr. Florencia Frías Batista,26
,Dolores Hernandes Aragón,85
100678,,57
,Adela Guajardo Tapia,22
100683,,
100683,,29
100688,,65
100694,,52
100696,,80
100697,,104
100697,Luz Bustos Henríquez,-29
100700,Jaime Valdivia Lara,-79
,José Luis Vásquez Arellano,110
100714,Concepción Tello Canales,-11
100715,,85
,Sta. Clemente Huerta Franco,13
100727,,91
,Gabriel Rosas Carrera,35
100741,Elvira Zepeda Benavídez,-75
,Ramón Adame Estrada,20
100743,,95
,Catalina Amaya Casárez,46
,Lorena Viera Maldonado,6
,Cecilia Casares Ledesma,84
,Sr. Caridad Tejada Contreras,76
,Catalina Robles Montalvo,14
100752,,67
100753,,75
100754,Maricarmen Chávez Valle,-88
,Sta. Jaime Luna Armenta,80
100757,Pablo Santacruz Vásquez,-100
100762,Mayte Páez Malave,-77
100763,,
100768,,92
,Javier Cazares Quiroz,58
100774,María José Valdés Razo,-34
,Josefina Segovia Cardenas,63
100779,,79
100779,Federico Cano Benavides,-63
,Gilberto Cabán Sevilla,68
,María Elena Villareal Pabón,70
100790,Jorge Laboy Corral,-82
,Catalina Reynoso Tórrez,62
,Julia Herrera Pedroza,16
100791,José Amaya Ocasio,-110
100792,,-83
,Sr. Jesús Molina Valadez,98
100792,Sofia Tello Ayala,-41
,Elvira Pulido Márquez,61
100796,Sta. Virginia Carrero Ordóñez,-27
100803,,94
100814,Juana Montaño Esquibel,-110
100817,,13
100817,Sta. Elsa Berríos Casares,-88
,Leonor Palomo Lucio,107
100824,Jacobo Sierra Robles,-13
,Manuel Rodríquez Valverde,34
,Ariadna Ozuna Delgadillo,11
100826,Alberto Tamayo Reyna,-15
100826,Ana Segura Ceja,-68
100826,Sra. Raquel Quiñónez Quiñónez,-73
,Berta Vaca Lomeli,16
100836,,
,Sta. Daniela Vega Mares,68
100838,Mateo Domínquez Zavala,-69
100839,,78
100840,Francisco Barreto Hernández,-84
100841,Gilberto Herrera Díaz,-95
100841,Sra. María Cristina Romo Aguirre,-73
,Sta. Ricardo Ordóñez Vega,30
,Cristina Fuentes Arredondo,
100851,,-66
100852,,70
100852,,59
100858,Teresa Enríquez Abeyta,-8
100863,Tomás Serrato Urrutia,-54
100865,Catalina Mejía Arroyo,-73
100870,Mateo Escobar Morales,-64
,Raquel Gómez Tapia,81
,,72
,María Cristina Medina Juárez,21
100872,,57
100873,,85
100873,,84
,,19
,Santiago Carrillo Briseño,86
100878,Timoteo Cordero Jiménez,-95
,Alejandro Contreras Briones,94
100882,Mario Vega Ybarra,-58
,Jacobo Bañuelos Melgar,53
,Rubén Atencio Robles,-98
100883,,
100883,,110
100886,,60
,Santiago Galván Abreu,21
,Elisa Alvarado Lovato,24
100888,,81
100889,,66
100889,,21
,Jesús Montaño Pérez,38
100895,,55
100896,,42
100904,,-50
,José Emilio Barrera Collado,26
100907,Sonia Toledo Terán,-64
100910,Ricardo Mateo Salgado,-30
100910,,93
100910,,3
,Samuel Ureña Vélez,-94
100912,,16
,María Elena Posada Vela,11
,Marisol Villarreal Ornelas,97
100913,,104
100918,,9
100918,Sr. Jorge Luis Rosario Arriaga,-52
100922,Sr. Daniel Berríos Maldonado,-103
,Sr. Graciela Ojeda Bueno,94
100937,Elsa Rentería Páez,-27
,Rosalia Tejada Paz,90
,Lola Candelaria Tejada,30
100945,,44
,Sra. Estela Terrazas de Jesús,74
,Alejandro Figueroa Girón,89
100950,Jacobo Solano Badillo,-101
100963,,68
,Ariadna Esquibel Valenzuela,36
100971,Antonia Nieves Nazario,-38
100972,Juan Carlos Vega Lucio,-90
,Beatriz Tijerina Meza,82
,Sta. Olivia Cornejo Becerra,93
100978,,63
100978,Barbara Matos Véliz,-83
,,35
100984,,27
100984,Gabriel Alcala Ureña,-70
,Sr. Irene Tijerina Barraza,76
,Olivia Sandoval Mondragón,7
,,53
100986,Sr. Isabela Olivo Hernández,-54
100987,,102
,Ramona Montemayor Palomino,71
,Daniel Benavídez Lovato,28
100996,Carlota Urrutia Rubio,-15
100997,,59
100997,María Soledad Madrid Santillán,-101
100998,,71
100999,,48
,Teodoro Tafoya Franco,93
101000,Gloria Delrío Bustamante,-48
101003,Sta. Sancho Lebrón Alonzo,-41
101003,Sta. Cecilia Molina Rivero,-93
101004,,70
,Julio Aparicio Jiménez,77
101005,,7
101006,,47
,Raquel Castillo Otero,59
101006,,99
,Sr. Teresa Figueroa Parra,
,Julio César Macías Velásquez,73
101011,,17
,Sta. Esperanza Raya Delafuente,48
,Isabela Luevano Valentín,84
101012,Ana María Urbina Orellana,-53
101012,,87
101012,,67
101013,,27
101013,Gabriel Paredes Araña,-84
101013,Débora Rocha Caballero,-47
101013,,
101014,Tomás Hurtado Pichardo,-25
101014,,-34
101015,,79
101015,Ramiro Berríos Ramón,-51
,Sra. Micaela Gracia Miranda,25
,María Teresa Rodrígez Páez,104
,Raúl Valdez Delao,34
101021,,59
,Sta. Dolores Carbajal Maestas,107
,Daniela Segovia Casanova,45
101026,,10
101026,Vicente Medrano Armas,-98
,Adriana Roldán Lovato,67
,María Valles Macías,91
,Luz Cornejo Vázquez,31
101045,,47
101046,Mario Dueñas Vigil,-24
101046,,-84
101047,,78
101048,,84
101049,,47
,Barbara Morales Fajardo,101
101060,Sra. Elvira Zapata Ochoa,-110
101060,,
101062,,49
101063,Bernardo Berríos Tovar,-98
101064,,52
101069,,102
101069,,-8
101070,Cristina Solorio de Anda,-103
,Benjamín Delapaz Montenegro,35
101071,,10
101072,,110
101072,Ignacio Leiva Lira,-110
101072,,82
101072,,49
101073,Lola Figueroa Tello,-51
101077,,21
,Hugo Villagómez Menchaca,21
,Sr. Ignacio Maldonado Montañez,39
101077,,100
,Mayte Farías Almaraz,103
,Guillermo Alonso Rentería,68
101080,Carlos Carrion Garza,-106
,Antonia Madrid Carvajal,30
101081,,79
,Sr. Enrique Sotelo Ojeda,94
101090,,30
,Sta. Salvador Gaytán Barela,61
101193,María Cristina Mercado Sevilla,-102
101096,,-24
,Patricia Caraballo Espinal,44
101097,,52
101098,,4
,Sra. Guillermo Valdez Jaimes,16
,Sonia Olivares Hernández,36
101099,,83
101109,Sta. Arturo Vanegas Sánchez,-12
,Sr. Vicente Mireles Terrazas,71
101117,María Jasso Nevárez,-108
,Eloisa Aguayo Montalvo,-42
,,95
101122,,101
101122,,
101128,Lourdes Villagómez Ornelas,-9
101129,Ana María Cordero Ureña,-86
101129,,58
,Nicolás Venegas Madera,69
,Micaela Ávalos Salcido,73
101134,,54
101135,Elena Becerra Echevarría,-20
,Tomás Moreno Tapia,
,Alejandro Mena Nazario,38
,Sra. Víctor Ledesma Lucero,74
101145,Marcela Badillo Vásquez,-26
,Rosa Medrano Zúñiga,6
101154,,76
,Sra. Raúl Zambrano Jiménez,69
101160,,60
101163,,46
101163,Julio César Noriega Abreu,-103
101166,Juan Reséndez Paredes,-33
101170,Patricio Zarate Canales,-18
,Jorge Santiago Villagómez,67
,Sra. María José Feliciano Vela,83
,Sr. Germán Villanueva Carvajal,12
101183,Rosario Villanueva Benavídez,-81
,Rocio Feliciano Rosales,81
,Rocio Almaraz Gallardo,93
,Claudio Mayorga Bueno,95
101202,,56
,Irene Cuellar Ceja,103
,Carlos Pineda Saldaña,33
101217,Débora Abeyta Báez,-52
101221,,16
,Jacobo Vanegas Gálvez,64
101232,,80
,Sergio Rincón Barrientos,27
101233,,9
101234,Sr. Sofia Franco Esquivel,-97
101236,Timoteo Saucedo Bonilla,-55
101249,,33
101249,María José Barela Alcaraz,-24
101250,,19
,Sra. Manuela Méndez Echevarría,-58
101250,Jerónimo Cervántez Otero,-95
101260,Sta. Andrea Rivera Ybarra,-54
,Carlota Palacios Saavedra,58
101269,Guillermina Maldonado Ledesma,-25
,María Luisa Laureano Cardona,50
101271,Margarita Sanabria Esquibel,-47
101271,,100
,Esteban Huerta Iglesias,65
101930,,17
101930,,12
101303,,69
101304,,
101305,,12
,Julio César Zavala Roldán,-46
101309,,36
101314,,74
,Sr. Manuel Robledo Abreu,83
101314,,62
,Jerónimo Jáquez Niño,61
,Sta. Sancho Heredia Serrano,68
101315,Sra. María Niño Guerrero,-37
101316,,80
101321,José Emilio Solorzano Delafuente,-6
,Sta. Leticia Espinal Otero,
,Lilia Estévez Santiago,78
101323,Ramón Sanabria Gutiérrez,-95
,Miguel Murillo Castañeda,45
101324,Ana Gracia Alemán,-31
101334,Estela Velázquez Domínguez,-52
,Sr. Gustavo Almanza Velázquez,23
101343,,54
101350,,109
101352,,
101354,,89
101358,Luz Pabón Cadena,-67
101358,,17
101358,Anita Grijalva Cano,-109
,Esteban Arevalo Navarrete,103
101364,,92
,Sta. Dolores Báez Orellana,82
101365,Magdalena Molina Luevano,-34
101365,Sra. Emilia Gallegos Perea,-13
101365,,76
101365,,44
101366,,28
101366,Manuel Vaca Canales,-46
101368,,
101368,,22
101368,,60
101375,Sr. Rafael Godoy Sotelo,-30
101379,,72
,Sr. Olivia Naranjo Candelaria,95
,Elisa León Medrano,103
101388,Roberto Elizondo Hernández,-24
,Natalia Sanches Araña,84
,Miguel Leyva Velásquez,25
,Sr. Marta Loya Marrero,98
101391,,-12
101395,,89
101396,,6
,Agustín Ceja Ávalos,
101397,,51
,Gustavo Reynoso Velásquez,35
,Clara Aguirre Vera,38
,Sr. Lorena Alfaro Benítez,52
101410,Fernando Hinojosa Perea,-109
,Sra. Emilia Gastélum Partida,19
101412,,53
101931,Enrique Niño Ramírez,-107
,Pedro Treviño Arguello,51
101422,,6
101423,Sra. Hugo Flórez Sauceda,-42
,Josefina Meza Ulibarri,
,Cristian Brito Saldaña,97
101428,Marcela Herrera Preciado,-36
101430,,47
,Sergio Piña Alicea,12
101437,,-99
101438,,26
,Jerónimo Delapaz Treviño,82
101443,,43
101443,Sra. Adriana Angulo Quiñones,-59
101448,Florencia Cepeda Marrero,-85
101448,,82
101448,,31
101449,,77
,Sergio Galarza Fajardo,83
,Elena Meraz Alaniz,100
101452,Reina Chacón Barraza,-32
,Sra. Octavio Montenegro Estévez,27
101453,,49
101455,Rosa Ocasio Santacruz,-10
101455,,46
101455,,90
101456,Sra. Lucas Puente Grijalva,-110
,Clemente Zaragoza Casas,50
101456,,17
101456,,103
,,79
,Sancho Moya Páez,85
101463,,17
,Pedro Pantoja de Anda,8
101464,Samuel Blanco Tirado,-63
,Víctor Vásquez Henríquez,50
101465,Lilia Figueroa Franco,-55
101466,,15
101466,,50
,José Luis Contreras Suárez,93
101471,,85
,Dorotea Delrío Vélez,91
,,67
101492,,78
,Antonia Delgado Ávila,78
101498,Enrique Casanova Collazo,-80
101498,Sta. Roberto Arteaga Centeno,-96
,,-55
,Cristobal Pineda Alcala,27
101503,Sra. Yolanda Acuña Mesa,-41
101505,,65
,Sra. Pablo Pantoja Paz,-62
101505,Inés Paredes Garza,-68
,Beatriz Cedillo Gaona,55
101505,,102
101507,,28
101511,,77
101512,,
101513,,17
,José Henríquez Águilar,80
,Carlos Saavedra Roque,101
101526,Marta Villegas Trujillo,-41
101533,Sra. Eduardo Bernal Cisneros,-83
101538,Roberto Macías Cordero,-25
,Sta. Fernando Córdova Fernández,46
101545,,95
101545,Margarita Tamez Alcala,-67
101545,María Elena Arce Sánchez,-31
101546,Sancho Amador Vera,-34
101549,Jorge Galván Adorno,-81
101549,,107
101550,Alfredo Ocampo Valentín,-93
101550,,31
101551,Soledad Hernández Ceballos,-104
,María Cristina Corrales Sotelo,14
101552,,31
101552,,48
,Diana Curiel Bahena,92
101553,,70
101553,,105
101554,,89
101554,,17
101557,Dolores Cano Velázquez,-59
,Eva Guillen Valverde,56
,Luis Villalpando Aranda,108
101563,,46
,Sofia Armendáriz Posada,33
,Beatriz Urbina Negrón,110
,Miguel Ángel Botello Corrales,32
101571,Adán Tórrez Aragón,-67
101585,,22
,Yolanda Guerrero Flores,13
101597,Sta. Amalia Montez Chávez,-70
101616,,104
101618,Alfonso Mena Navarro,-27
101618,,-59
,Timoteo Benavídez Montez,86
101619,Sra. Eduardo Adorno Zapata,-23
,Raúl Almonte Trejo,8
101625,,83
101629,,82
101630,,62
101633,,66
101633,,-41
101634,,-83
,Nicolás Quintana Ybarra,89
,Sr. Hugo Molina Fernández,10
,José Eduardo Estévez Hernández,18
101641,,47
101641,Sr. María Rosales Vigil,-30
,Samuel Amaya Matos,82
101642,,50
,Sta. Tomás Montaño Loera,83
101644,Sta. Homero Naranjo Frías,-75
,Ricardo Apodaca Munguía,
,Armando Colón Vásquez,34
,Antonio Muñoz Melgar,86
101645,,18
101658,Francisco Chavarría Bonilla,-64
101663,,79
101663,,30
,Nicolás Gracia Peralta,74
101664,,13
102083,,26
,Gabriela Colunga Paz,57
,Arturo Villegas Leyva,52
102088,,60
102099,Isabela Solano Domínguez,-55
102101,,95
,Sra. Gabriela Villalobos Colón,19
102101,Julia Madrid Núñez,-59
102105,,86
101676,Gilberto Páez Hinojosa,-65
,Jorge Luis Meléndez Juárez,
101682,,23
,Marco Antonio Mercado Delgado,25
101688,Sr. Claudia Amador Montañez,-11
101688,Adela Escobedo Quiñones,-79
101692,Juan Cardenas Rodarte,-62
101692,,36
,Agustín Collazo Gamez,108
101696,,90
101698,,104
,María del Carmen Delao Adorno,45
101699,Homero Armas Rael,-94
101700,Dolores Vásquez Mendoza,-21
,Sra. Jacobo Nieves Vega,84
,José Eduardo Villareal Madrid,89
101721,,93
101721,,102
,,56
101722,,109
101727,,56
101727,,8
101728,,
101733,,71
101734,,82
101734,María Luisa Elizondo Mata,-36
101741,,9
,Florencia Mondragón de Anda,23
,Cristobal Delacrúz Tórrez,70
101742,Javier Longoria Calderón,-18
101743,,6
,María Eugenia Villareal Pineda,81
101749,Jorge Luis Garza Meza,-60
,Alejandra Pagan Carrero,22
,Cristina Hernández Valverde,25
101754,,108
101755,Marco Antonio Sosa Delgadillo,-72
,,53
101756,Lourdes Porras Espino,-35
,,6
,Carla Meza Valle,74
,Gustavo Holguín Delrío,-78
,Sra. Germán Bueno Badillo,-41
101780,,58
,,42
101783,María del Carmen Segovia Suárez,-62
101784,Adriana Herrera Bañuelos,-50
101785,,82
101785,Pablo Muro Cordero,-109
101788,,24
101788,Maricarmen León Quesada,-12
,,22
101798,,18
101804,Julia Escamilla Granado,-49
101804,David Santana Montemayor,-27
,Conchita Ríos Mora,33
101808,,88
101809,Isabela Candelaria Mercado,-17
,,59
101812,Sra. Adán Valle Orozco,-13
101815,,65
101815,Sra. Agustín Barreto Fonseca,-25
,Leonor Enríquez Calderón,24
,Hugo Meléndez Jáquez,79
101816,,109
101816,Gonzalo Lerma Carrasco,-7
101817,,24
101817,,12
,Raquel Ávila Montaño,-102
101818,,80
101825,,7
,Sra. Óscar Cabán Rodríquez,73
,David Suárez Lomeli,64
101834,,84
101841,,26
101852,Ricardo Jurado de Anda,-41
101853,Teresa Carreón Montez,-85
101858,,79
101858,Sra. Adán Serrano Carrasco,-75
,Alfonso Saavedra Escalante,14
101859,,-101
101859,,24
,Emilio Valencia Quintana,61
,Carmen Montaño Limón,49
,Cristina Girón Jaimes,74
101871,,91
,Jorge Martínez Raya,91
,Jerónimo Serna Corral,106
,Bernardo Arredondo Gálvez,95
101878,Dorotea Suárez Soliz,-45
,José María Esquibel Peralta,56
,Dolores Garrido Polanco,46
101879,,36
101879,Sta. Rosalia Flórez Puente,-29
101882,,22
,Andrea Navarro Alvarez,39
101885,,10
101886,Raúl Borrego Colón,-78
101886,,39
,Isabela Rojas Gurule,92
101899,Sta. Isabela Vargas Pacheco,-22
,,12
